wgt	ira	a401	hval	hmort	hequity	nifa	net_nifa	tfa	net_tfa	tfa_he	tw	age	inc	fsize	educ	db	marr	male	twoearn	dum91	e401	i1	i2	i3	i4	i5	i6	i7	p401	pira	hown	a1	a2	a3	a4	a5	nohs	hs	smcol	col	a	icat	ecat	f1	f2	f3	f4	f5	f6	f	zhat	wntfa1	wntfa2	wntfa3	wntfa4	wntfa5	wntfa6	wntfa7	wnet_nifa1	wnet_nifa2	wnet_nifa3	wnet_nifa4	wnet_nifa5	wnet_nifa6	wnet_nifa7	wtw1	wtw2	wtw3	wtw4	wtw5	wtw6	wtw7	net_n401	wnet_n4014
3896.884	0	0	0	0	0	3613	2863	3613	2863	2863	2863	56	16290	1	12	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	2	2	1	0	0	0	0	0	1	.1152104	.0394559	.0405018	.0405764	.0324703	.0315313	.0287728	.028434	.039267	.0404467	.0406377	.0279861	.0281997	.0295303	.0303328	.0387098	.0386834	.0386225	.0390931	.0392484	.0376745	.0375649	2863	.0324765
4897.09	0	0	0	0	0	0	0	0	0	0	0	31	11340	1	12	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	2	1	0	0	0	0	0	1	.1152104	.038783	.0389435	.0388961	.0378809	.0377512	.0367538	.0365676	.0387499	.0390243	.0390019	.0367835	.0370889	.0377231	.0375694	.0382955	.0373943	.0374459	.0373836	.0369551	.039862	.0400133	0	.0378744
3974.171	0	0	0	0	0	629	-2171	629	-2171	-2171	789	31	26175	5	13	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	3	0	0	0	0	1	0	5	.2092901	.0966952	.0966275	.0966372	.0966664	.0987854	.0987726	.0970911	.0969833	.0969639	.0969559	.0969827	.1004877	.1005716	.0952372	.0962647	.0962417	.0961975	.0962107	.0961737	.0960291	.0979279	-2171	.0966219
4243.343	50250	0	300000	0	300000	310163	310163	360413	360413	660413	660413	63	71535	2	18	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	5	6	4	0	1	0	0	0	0	2	.5336504	.1826816	.1992213	.236456	.2027677	.1710427	.2014362	0	.2236994	.2375794	.199344	.1664348	.1403517	.1450768	.0535861	.1456773	.1219293	.1201441	.1837182	.2097514	.2872429	.3276703	360413	.2065623
2741.335	0	0	35000	0	35000	499	499	499	499	35499	35999	56	21678	1	13	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	5	3	3	1	0	0	0	0	0	1	.491887	.3360131	.3334359	.3335203	.3398023	.3333099	.3314857	.3390366	.3382266	.3375625	.3384953	.3516083	.3491827	.335402	.3358141	.3306782	.3313635	.329651	.3299207	.3123164	.3154128	.3240832	499	.3419003
4897.231	0	0	12000	17000	-5000	500	-1300	500	-1300	-6300	3700	52	27360	4	13	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	4	3	3	0	0	0	1	0	0	4	.273178	.1211755	.1209118	.1209203	.1209712	.1232756	.1229837	.1210619	.1210883	.1210407	.1210296	.1210776	.1257935	.1259584	.1207851	.1474884	.1482877	.1497985	.1510541	.1477983	.1471223	.1562523	-1300	.1208667
4199.384	0	0	100000	35000	65000	1000	-1700	1000	-1700	63300	72300	58	29724	3	12	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	5	3	2	0	0	1	0	0	0	3	.3978536	.2477555	.241233	.240957	.2434878	.2383035	.2467394	.2497374	.2494734	.2451119	.2447171	.2528634	.2453501	.2389533	.2396915	.2550956	.2613269	.2575101	.2576393	.2698412	.2502727	.2688079	-1700	.2441765
4012.015	0	0	250000	52000	198000	53698	53698	53698	53698	251698	346394	42	42084	1	16	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	5	4	1	0	0	0	0	0	1	.5315816	.2548912	.2315238	.3258354	.3296097	.3418562	.3726944	.391286	.2588051	.2570521	.3455073	.3543186	.3495349	.3737871	.4788459	.2698585	.2453209	.2081614	.1873633	.1385538	.1535785	.0457361	53698	.323427
4364.1	14000	0	140000	42000	98000	12000	12000	26000	26000	124000	124000	35	71340	2	14	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	2	6	3	0	1	0	0	0	0	2	.5336504	.1485663	.148467	.1588728	.1592576	.1578206	.1575097	.1825827	.1459278	.146078	.1537403	.1536881	.1520954	.150957	.1539932	.1510289	.1532497	.1541508	.1508834	.153958	.1527351	.1506736	26000	.1586653
3687.937	0	0	0	0	0	1300	1000	1300	1000	1000	1000	61	35100	5	12	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	4	2	0	0	0	0	1	0	5	.3086649	.1285221	.1284736	.1274353	.1275933	.1279137	.1281272	.1207267	.1293281	.1293162	.1285425	.1287038	.1301929	.1303239	.128697	.1308534	.1241636	.1233855	.120515	.1173989	.1167961	.115574	1000	.1279617
3726.536	0	0	10000	0	10000	670	-2580	670	-2580	7420	7420	62	15051	2	10	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	5	2	1	0	1	0	0	0	0	2	.1582553	.0546573	.0541506	.0538271	.0615745	.0626539	.0655927	.0659496	.0549232	.0549802	.0546324	.067086	.0670365	.0656724	.0646701	.0490547	.0437983	.0438501	.0456714	.0446844	.0439987	.0434778	-2580	.0615514
4346.912	0	0	80000	0	80000	670	-2430	670	-2430	77570	77570	48	14328	3	12	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	4	2	2	0	0	1	0	0	0	3	.1582553	.0547035	.0542636	.0539452	.0611603	.062157	.0647412	.0650407	.0549589	.055092	.0547558	.0662956	.0663129	.0651447	.0641309	.0626902	.0766345	.0765728	.0694465	.0673279	.1115317	.1094709	-2430	.0611379
3642.977	2115	0	83000	83000	0	14100	6100	16215	8215	8215	116515	28	68214	3	14	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	6	3	0	0	1	0	0	0	3	.5336504	.1468797	.1475768	.1613413	.1593165	.1584534	.1564687	.1423728	.1445989	.1450966	.1536611	.1527265	.1515272	.1494473	.1416896	.1511045	.152973	.1538859	.152758	.1556287	.1536749	.1521378	8215	.158678
3393.785	2000	0	110000	57000	53000	17100	16700	19100	18700	71700	78550	51	30030	3	12	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	4	4	2	0	0	1	0	0	0	3	.6174901	.365675	.3607432	.3623078	.3840605	.3785979	.3843919	.3092798	.3550869	.3510214	.3610549	.392212	.3955514	.4116216	.3887289	.3631567	.3795104	.3741344	.3765127	.3972223	.3942895	.379206	18700	.3840605
4131.079	0	0	75000	0	75000	0	-2600	0	-2600	72400	74400	45	9315	2	14	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	4	1	3	0	1	0	0	0	0	2	.036628	.007904	.0027609	.0028351	.0062452	.0062685	.0062697	.0064966	.0073158	.0030398	.0032574	.0058147	.0054771	.0057879	.0054561	.0054283	.0001554	5.02e-08	0	0	0	0	-2600	.0062409
4555.404	0	0	0	0	0	2647	-1393	2647	-1393	-1393	-1393	28	45351	2	12	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	5	2	0	1	0	0	0	0	2	.3243191	.1172591	.1217129	.1218142	.1223715	.1223446	.1217157	.1178862	.117253	.1196389	.1200192	.1237504	.123649	.115386	.116231	.1178167	.1171728	.1190665	.1191077	.1200617	.1285367	.1279717	-1393	.1227498
5002.004	0	0	0	0	0	100	-800	100	-800	-800	1250	39	22095	1	16	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	4	1	0	0	0	0	0	1	.2060434	.069883	.0698572	.0698755	.0699005	.0707014	.0705922	.0690808	.0704324	.0704201	.0704117	.0704318	.0727338	.072866	.069945	.0701081	.0702955	.0705653	.0706738	.0703603	.07023	.0721211	-800	.0699174
4052.681	8000	0	150000	95000	55000	2399	399	10399	8399	63399	63399	42	47934	4	17	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	3	5	4	0	0	0	1	0	0	4	.7196674	.4075337	.4117278	.3744764	.3739412	.3666732	.3575717	.3667419	.4062382	.4066272	.3815241	.3794802	.3795982	.3753197	.4118227	.4061943	.4070492	.3624361	.3615527	.349218	.3145897	.2904372	8399	.3779139
3669.86	0	0	300000	73000	227000	40	-11760	40	-11760	215240	275240	43	27168	6	7	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	3	1	0	0	0	0	1	0	5	.273178	.1346329	.1339039	.1334278	.1329989	.151303	.1532814	.1554247	.1378525	.1377595	.1379871	.1377758	.1538563	.1531385	.1516829	.0222019	.0281345	.0356222	.0397375	.0658232	.0678894	.0309834	-11760	.13295
4541.816	0	0	135000	97919	37081	4030	-470	4030	-470	36611	38236	31	38151	2	12	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	4	2	0	1	0	0	0	0	2	.3866406	.1379932	.1380834	.1376643	.1381251	.1378752	.1374456	.1325097	.1376285	.1377866	.1378497	.1382297	.1376987	.1371276	.1382169	.1412936	.1457696	.1472957	.1546416	.1579523	.159303	.1620935	-470	.1384699
6149.265	0	0	50000	31000	19000	8311	3880	8311	3880	22880	25380	28	41610	4	14	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	5	3	0	0	0	1	0	0	4	.6077043	.3505129	.3474556	.3420984	.3422064	.3351217	.3329382	.3433348	.3505031	.3502322	.3461802	.346204	.3478024	.345976	.3448437	.3477407	.3446589	.33685	.330461	.3374705	.3254284	.3812396	3880	.3423218
3489.951	0	0	45000	45000	0	799	-4220	799	-4220	-4220	2125	39	31848	4	15	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	3	4	3	0	0	0	1	0	0	4	.5297047	.3135155	.3143263	.307084	.2980999	.3007009	.2986827	.3222367	.3135881	.3140997	.3082448	.2967088	.2945742	.2896597	.3191416	.3245616	.3050302	.3117318	.3110242	.2760748	.2721363	.2653979	-4220	.2980999
1631.376	3000	0	0	0	0	0	0	3000	3000	3000	3000	60	37794	2	13	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	5	4	3	0	1	0	0	0	0	2	.277538	.1148848	.1151694	.114506	.1160246	.1164094	.116691	.1053115	.1082754	.1084764	.108756	.1095269	.110288	.1100688	.1094965	.1185802	.1067142	.106222	.1056812	.0988107	.0981025	.0967498	3000	.1167018
4583.659	14000	0	56000	0	56000	7747	5947	21747	19947	75947	125947	58	38949	2	12	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	5	4	2	0	1	0	0	0	0	2	.3524857	.1119157	.1116885	.1081444	.1075245	.1092597	.1114802	.1142739	.1119532	.1119946	.1101869	.1106527	.1136097	.114244	.1106325	.1020927	.1251926	.1234709	.1089041	.0903334	.0886424	.0857756	19947	.1087943
4535.242	0	0	0	0	0	5249	5249	5249	5249	5249	5249	30	31098	1	16	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	4	4	1	0	0	0	0	0	1	.3086649	.1256647	.1254364	.1229765	.1227156	.1237153	.1247059	.1149043	.127049	.1268437	.1243577	.1241893	.1280844	.1291553	.1241928	.129432	.1272972	.1272162	.127959	.1194971	.1189212	.1178922	5249	.1234224
4192.43	0	0	0	0	0	3199	-8501	3199	-8501	-8501	-1501	32	53700	4	16	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	6	4	0	0	0	1	0	0	4	.3598378	.1502028	.1505653	.1550388	.1533665	.1539267	.1527946	.1310325	.1498342	.1503261	.1545166	.152669	.1533204	.1511141	.1320249	.1504039	.149309	.1492199	.1484822	.1482359	.1508612	.1496802	-8501	.1533247
2266.877	0	0	80000	62000	18000	1069	-2431	1069	-2431	15569	64219	31	37317	2	16	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	4	4	0	1	0	0	0	0	2	.3866406	.1393938	.1395814	.1400754	.1406519	.140027	.1392158	.1374831	.1387362	.1389958	.1400811	.140562	.1386646	.1376973	.1405466	.1323	.1543171	.1564583	.1600437	.1884797	.1896522	.1913332	-2431	.1407717
4538.995	0	0	0	0	0	1150	-1550	1150	-1550	-1550	3253	31	23748	1	16	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	4	1	0	0	0	0	0	1	.5315681	.3814515	.3784525	.3782899	.3830506	.3750073	.3915298	.3920849	.3844329	.3817839	.3820694	.3956766	.3823444	.3831585	.3840533	.3800488	.3794143	.3796703	.3796787	.3767911	.3818105	.3745337	-1550	.3847109
5387.753	250	0	60000	50000	10000	1500	-1000	1750	-750	9250	19250	31	31470	2	13	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	4	3	0	1	0	0	0	0	2	.3524857	.1251616	.1256955	.1264683	.128575	.1280366	.1272883	.1198214	.115377	.115718	.1165966	.1175633	.116767	.1160051	.1175273	.1354242	.1155186	.1152912	.1180981	.1049087	.1043915	.1036134	-750	.1290488
4287.698	0	0	112000	86000	26000	35300	34450	35300	34450	60450	67450	31	42750	2	12	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	5	2	0	1	0	0	0	0	2	.4407951	.1864457	.2068908	.2065969	.2008753	.2005768	.2013258	.2395174	.1834258	.1827831	.1818687	.1534466	.1539888	.2101246	.2126926	.1976916	.1986586	.1887849	.1902501	.1875505	.156765	.1581703	34450	.194559
3724.642	0	0	0	0	0	1399	699	1399	699	699	3199	40	32976	1	18	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	4	4	1	0	0	0	0	0	1	.6600804	.432571	.4301993	.4240675	.4201588	.4200354	.4182738	.4388753	.433894	.4318683	.427153	.4286004	.4290685	.4248731	.4146081	.4318961	.4279466	.4301614	.4293551	.4185418	.4157224	.4112409	699	.4201588
6263.634	0	0	95000	74000	21000	500	-8700	500	-8700	12300	17300	31	40473	4	12	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	5	2	0	0	0	1	0	0	4	.4407951	.2027927	.191345	.1913683	.1943729	.1948029	.1971935	.2188897	.2040062	.2034868	.2036813	.2168932	.2173022	.2277957	.2297185	.1957003	.1928605	.1980121	.2000905	.2029066	.2204533	.2196377	-8700	.1967201
6192.674	0	0	0	0	0	0	0	0	0	0	500	45	4590	1	12	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	1	2	1	0	0	0	0	0	1	.0278493	.0055495	.0051365	.0048749	.003777	.0038106	.0038134	.0038098	.0055789	.0057412	.0055859	.0047262	.004765	.0047293	.0047608	.0049297	.0038448	.0038064	.0041837	.0042228	.004019	.0043373	0	.0037638
4099.419	0	0	47500	32500	15000	0	-1855	0	-1855	13145	16645	34	16122	3	13	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	2	3	0	0	1	0	0	0	3	.1582553	.0548806	.0546955	.0543978	.0595659	.0602491	.0615507	.0616482	.0550958	.0555169	.0552263	.0632699	.0635133	.0630552	.0620465	.0506994	.0483115	.0480676	.0506871	.0517692	.038713	.0380514	-1855	.0595462
4348.922	0	0	0	0	0	3000	3000	3000	3000	3000	3000	63	34764	2	10	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	4	1	0	1	0	0	0	0	2	.2951996	.1487516	.1485424	.1461654	.1462803	.1470519	.1477684	.1376248	.1494247	.1492032	.1465492	.1465552	.1496805	.1503949	.146553	.1513978	.1480229	.1478451	.1484617	.1407033	.1400852	.1389264	3000	.1468469
4958.008	0	0	0	0	0	0	0	0	0	0	0	55	25200	1	16	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	3	4	1	0	0	0	0	0	1	.2060434	.0692252	.0692251	.0692631	.0693059	.0692116	.0690456	.0678037	.0696153	.0696065	.0695886	.0696175	.0708836	.0710234	.0693903	.070706	.0709844	.0713825	.071559	.0706167	.0705342	.0716908	0	.0693222
3989.45	0	0	195000	130000	65000	57000	57000	57000	57000	122000	130000	29	58878	3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	6	1	0	0	1	0	0	0	3	.5405443	.2681568	.2649312	.2495501	.2581033	.2576009	.2642368	.3555133	.2773467	.273381	.2571661	.2661883	.2665802	.2791767	.3674599	.2610184	.2666274	.2679646	.2587518	.2631916	.2604759	.2572818	57000	.2583892
